text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,text_transformed,merged_lexicon
lyh,"Masekhet: 71001, Page: 062, Side: 1, Line: 30, Word: 4",p02,,,,,ליה,p02
kwwt),"Masekhet: 71001, Page: 062, Side: 1, Line: 30, Word: 5",p02,,,,,כוותא,p02
wmn{{}}^x^),"Masekhet: 71001, Page: 062, Side: 1, Line: 30, Word: 6",c,verb C,,,,ומנחא,c | verb C
lyh,"Masekhet: 71001, Page: 062, Side: 1, Line: 30, Word: 7",p02,,,,,ליה,p02
ydh,"Masekhet: 71001, Page: 062, Side: 1, Line: 30, Word: 8",noun sg. emphatic,,,,,ידה,noun sg. emphatic
)ry$);,"Masekhet: 71001, Page: 062, Side: 1, Line: 30, Word: 9",noun sg. emphatic,,,,,ארישא;,noun sg. emphatic
"""kl","Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 0",No data,,,,,כל,No data
zmN,"Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 1",No data,,,,,זמן,No data
$)yN,"Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 2",No data,,,,,שאין,No data
xbrw,"Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 3",No data,,,,,חברו,No data
rw)h,"Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 4",No data,,,,,רואה,No data
)t,"Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 5",No data,,,,,את,No data
"pyrw(w"";","Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 6",No data,,,,,פירועו;,No data
)bl,"Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 7",No data,,,,,אבל,No data
ldydyh,"Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 8",p02,,,,,לדידיה,p02
xzy,"Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 9",verb G,,,,,חזי,verb G
lyh,"Masekhet: 71001, Page: 062, Side: 1, Line: 36, Word: 10",p,,,,,ליה,p
hhw),"Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 0",P01,,,,,ההוא,P01
swpdn),"Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 1",noun sg. emphatic,,,,,סופדנא,noun sg. emphatic
dnxyt,"Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 2",c,verb G,,,,דנחית,c | verb G
qmyh,"Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 3",p02,,,,,קמיה,p02
drb,"Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 4",p,noun sg. emphatic,,,,דרב,p | noun sg. emphatic
nxmN;,"Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 5",No data,,,,,נחמן;,No data
)m';,"Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 6",verb G,,,,,אמ';,verb G
<h>)y,"Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 7",P01,,,,,האי,P01
"""cnw(","Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 8",No data,,,,,צנוע,No data
"b)wrxwtyw"";","Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 9",No data,,,,,באורחותיו;,No data
)'l,"Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 10",verb G,,,,,א'ל,verb G
rb,"Masekhet: 71001, Page: 062, Side: 1, Line: 37, Word: 11",noun sg. emphatic,,,,,רב,noun sg. emphatic
nxmN;,"Masekhet: 71001, Page: 062, Side: 1, Line: 38, Word: 0",No data,,,,,נחמן;,No data
)t,"Masekhet: 71001, Page: 062, Side: 1, Line: 38, Word: 1",R,,,,,את,R
(yylt,"Masekhet: 71001, Page: 062, Side: 1, Line: 38, Word: 2",verb G,,,,,עיילת,verb G
bhdyh,"Masekhet: 71001, Page: 062, Side: 1, Line: 38, Word: 3",p02,,,,,בהדיה,p02
"""lbyt","Masekhet: 71001, Page: 062, Side: 1, Line: 38, Word: 4",No data,,,,,לבית,No data
"hks)"";","Masekhet: 71001, Page: 062, Side: 1, Line: 38, Word: 5",No data,,,,,הכסא;,No data
wrb,"Masekhet: 71001, Page: 062, Side: 1, Line: 39, Word: 0",c,noun sg. emphatic,,,,ורב,c | noun sg. emphatic
nxmN,"Masekhet: 71001, Page: 062, Side: 1, Line: 39, Word: 1",No data,,,,,נחמן,No data
m)y,"Masekhet: 71001, Page: 062, Side: 1, Line: 39, Word: 2",P01,,,,,מאי,P01
)ykpt,"Masekhet: 71001, Page: 062, Side: 1, Line: 39, Word: 3",verb G,,,,,איכפת,verb G
lyh,"Masekhet: 71001, Page: 062, Side: 1, Line: 39, Word: 4",p,,,,,ליה,p
mynyh;,"Masekhet: 71001, Page: 062, Side: 1, Line: 39, Word: 5",p02,,,,,מיניה;,p02
wh),"Masekhet: 71001, Page: 062, Side: 1, Line: 43, Word: 0",c,I,,,,והא,c | I
rbh,"Masekhet: 71001, Page: 062, Side: 1, Line: 43, Word: 1",No data,,,,,רבה,No data
)zyl,"Masekhet: 71001, Page: 062, Side: 1, Line: 43, Word: 2",verb G,,,,,אזיל,verb G
bymm),"Masekhet: 71001, Page: 062, Side: 1, Line: 43, Word: 3",p02,,,,,ביממא,p02
(d,"Masekhet: 71001, Page: 062, Side: 1, Line: 43, Word: 4",p01,,,,,עד,p01
myl);,"Masekhet: 71001, Page: 062, Side: 1, Line: 43, Word: 5",noun sg. emphatic,,,,,מילא;,noun sg. emphatic
wblyly),"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 0",c,p02,noun sg. emphatic,,,ובליליא,c | p02 | noun sg. emphatic
mpnh,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 1",verb Dt,,,,,מפנה,verb Dt
brxbh,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 2",p02,noun sg. emphatic,,,,ברחבה,p02 | noun sg. emphatic
dmt);,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 3",c,noun sg. emphatic,,,,דמתא;,c | noun sg. emphatic
wr',"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 4",c,,,,,ור',c
xyy),"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 5",No data,,,,,חייא,No data
nmy,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 6",a,,,,,נמי,a
bymm),"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 7",p02,,,,,ביממא,p02
hwh,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 8",verb G,,,,,הוה,verb G
)zyl,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 9",verb G,,,,,אזיל,verb G
myl;,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 10",noun sg. abs. or construct,,,,,מיל;,noun sg. abs. or construct
wblyly),"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 11",c,p02,noun sg. emphatic,,,ובליליא,c | p02 | noun sg. emphatic
hwh,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 12",verb G,,,,,הוה,verb G
ytyb,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 13",verb G,,,,,יתיב,verb G
brxbh,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 14",p02,noun sg. emphatic,,,,ברחבה,p02 | noun sg. emphatic
dmt);,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 15",c,noun sg. emphatic,,,,דמתא;,c | noun sg. emphatic
w)'l,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 16",c,verb G,,,,וא'ל,c | verb G
r',"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 17",No data,,,,,ר',No data
zyr),"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 18",No data,,,,,זירא,No data
l$m(yh;,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 19",p03,noun sg. emphatic,,,,לשמעיה;,p03 | noun sg. emphatic
wkN,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 20",c,a,,,,וכן,c | a
)'l,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 21",verb G,,,,,א'ל,verb G
rb,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 22",noun sg. emphatic,,,,,רב,noun sg. emphatic
$$t,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 23",No data,,,,,ששת,No data
l$m(yh;,"Masekhet: 71001, Page: 062, Side: 1, Line: 44, Word: 24",p03,noun sg. emphatic,,,,לשמעיה;,p03 | noun sg. emphatic
xzy,"Masekhet: 71001, Page: 062, Side: 1, Line: 45, Word: 0",verb G,,,,,חזי,verb G
m)N,"Masekhet: 71001, Page: 062, Side: 1, Line: 45, Word: 1",P01,,,,,מאן,P01
)yk',"Masekhet: 71001, Page: 062, Side: 1, Line: 45, Word: 2",a,,,,,איכ',a
""")xwry","Masekhet: 71001, Page: 062, Side: 1, Line: 45, Word: 3",No data,,,,,אחורי,No data
byt,"Masekhet: 71001, Page: 062, Side: 1, Line: 45, Word: 4",No data,,,,,בית,No data
"hks)"";","Masekhet: 71001, Page: 062, Side: 1, Line: 45, Word: 5",No data,,,,,הכסא;,No data
db(yn),"Masekhet: 71001, Page: 062, Side: 1, Line: 45, Word: 6",c,verb G,,,,דבעינא,c | verb G
l)ypnwyy;,"Masekhet: 71001, Page: 062, Side: 1, Line: 45, Word: 7",p03,verb Dt,,,,לאיפנויי;,p03 | verb Dt
)ytn$y,"Masekhet: 71001, Page: 062, Side: 1, Line: 50, Word: 0",verb Dt,,,,,איתנשי,verb Dt
wmy$m$,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 0",c,verb quad,,,,ומישמש,c | verb quad
m)y,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 1",P01,,,,,מאי,P01
tqntyh;,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 2",noun sg. emphatic,,,,,תקנתיה;,noun sg. emphatic
ky,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 3",p01,,,,,כי,p01
q)y,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 4",verb G,,,,,קאי,verb G
lym';,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 5",verb G,,,,,לימ';,verb G
xws,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 6",verb G,,,,,חוס,verb G
xws,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 7",verb G,,,,,חוס,verb G
l),"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 8",a,,,,,לא,a
tyxtwM,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 9",verb G,,,,,תיחתום,verb G
wl),"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 10",c,a,,,,ולא,c | a
ly;,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 11",p02,,,,,לי;,p02
wl),"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 12",c,a,,,,ולא,c | a
ly;,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 13",p02,,,,,לי;,p02
xws,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 14",verb G,,,,,חוס,verb G
xws;,"Masekhet: 71001, Page: 062, Side: 1, Line: 51, Word: 15",verb G,,,,,חוס;,verb G
l),"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 0",a,,,,,לא,a
txtwM;,"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 1",No data,,,,,תחתום;,No data
l),"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 2",a,,,,,לא,a
mhny,"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 3",P01,,,,,מהני,P01
wl),"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 4",c,a,,,,ולא,c | a
mhny;,"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 5",P01,,,,,מהני;,P01
l),"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 6",a,,,,,לא,a
xr$y,"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 7",noun pl. emphatic,,,,,חרשי,noun pl. emphatic
dxr$y;,"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 8",c,noun pl. emphatic,,,,דחרשי;,c | noun pl. emphatic
wl),"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 9",c,a,,,,ולא,c | a
dxr$ty,"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 10",c,noun sg. emphatic,,,,דחרשתי,c | noun sg. emphatic
dxr$yt);,"Masekhet: 71001, Page: 062, Side: 1, Line: 52, Word: 11",c,noun pl. emphatic,,,,דחרשיתא;,c | noun pl. emphatic
br qpr),"Masekhet: 71001, Page: 062, Side: 2, Line: 05, Word: 0",No data,,,,,בר קפרא,No data
hwh,"Masekhet: 71001, Page: 062, Side: 2, Line: 05, Word: 1",verb G,,,,,הוה,verb G
mzbyN,"Masekhet: 71001, Page: 062, Side: 2, Line: 05, Word: 2",verb D,,,,,מזבין,verb D
myly,"Masekhet: 71001, Page: 062, Side: 2, Line: 05, Word: 3",noun pl. emphatic,,,,,מילי,noun pl. emphatic
bdynr),"Masekhet: 71001, Page: 062, Side: 2, Line: 05, Word: 4",p02,noun sg. emphatic,,,,בדינרא,p02 | noun sg. emphatic
)m';,"Masekhet: 71001, Page: 062, Side: 2, Line: 05, Word: 5",verb G,,,,,אמ';,verb G
(d,"Masekhet: 71001, Page: 062, Side: 2, Line: 06, Word: 0",c,,,,,עד,c
{$}<d>kpnt,"Masekhet: 71001, Page: 062, Side: 2, Line: 06, Word: 1",c,verb G,,,,דכפנת,c | verb G
)ykwl;,"Masekhet: 71001, Page: 062, Side: 2, Line: 06, Word: 2",verb G,,,,,איכול;,verb G
w(d,"Masekhet: 71001, Page: 062, Side: 2, Line: 06, Word: 3",c,c,,,,ועד,c | c
dcxyt,"Masekhet: 71001, Page: 062, Side: 2, Line: 06, Word: 4",c,verb G,,,,דצחית,c | verb G
$ty;,"Masekhet: 71001, Page: 062, Side: 2, Line: 06, Word: 5",verb G,,,,,שתי;,verb G
)drtx),"Masekhet: 71001, Page: 062, Side: 2, Line: 06, Word: 6",c,verb G,,,,אדרתחא,c | verb G
qydrK,"Masekhet: 71001, Page: 062, Side: 2, Line: 07, Word: 0",noun sg. emphatic,,,,,קידרך,noun sg. emphatic
$pwK;,"Masekhet: 71001, Page: 062, Side: 2, Line: 07, Word: 1",verb G,,,,,שפוך;,verb G
qrn),"Masekhet: 71001, Page: 062, Side: 2, Line: 07, Word: 2",noun sg. emphatic,,,,,קרנא,noun sg. emphatic
qry),"Masekhet: 71001, Page: 062, Side: 2, Line: 07, Word: 3",verb G,,,,,קריא,verb G
brwmy,"Masekhet: 71001, Page: 062, Side: 2, Line: 07, Word: 4",p02,,,,,ברומי,p02
b$wq),"Masekhet: 71001, Page: 062, Side: 2, Line: 07, Word: 5",p02,noun sg. emphatic,,,,בשוקא,p02 | noun sg. emphatic
br,"Masekhet: 71001, Page: 062, Side: 2, Line: 07, Word: 6",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct
mzbyN,"Masekhet: 71001, Page: 062, Side: 2, Line: 07, Word: 7",verb D,,,,,מזבין,verb D
t)yny;,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 0",noun pl. emphatic,,,,,תאיני;,noun pl. emphatic
t)yny,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 1",noun pl. emphatic,,,,,תאיני,noun pl. emphatic
d)bwK,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 2",p,noun sg. emphatic,,,,דאבוך,p | noun sg. emphatic
zbyN;,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 3",verb D,,,,,זבין;,verb D
rb,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 4",noun sg. emphatic,,,,,רב,noun sg. emphatic
)sy,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 5",No data,,,,,אסי,No data
bryh,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 6",noun sg. emphatic,,,,,בריה,noun sg. emphatic
drb,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 7",p,noun sg. emphatic,,,,דרב,p | noun sg. emphatic
ntN,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 8",No data,,,,,נתן,No data
mtny,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 9",verb C,,,,,מתני,verb C
hky,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 10",X,,,,,הכי,X
lh),"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 11",p03,P01,,,,להא,p03 | P01
$m(t',"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 12",noun sg. emphatic,,,,,שמעת',noun sg. emphatic
d(wl),"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 13",p,,,,,דעולא,p
bh)y,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 14",p02,P,,,,בהאי,p02 | P
ly$n);,"Masekhet: 71001, Page: 062, Side: 2, Line: 08, Word: 15",N,,,,,לישנא;,N
(yylytw,"Masekhet: 71001, Page: 062, Side: 2, Line: 09, Word: 0",verb G,,,,,עייליתו,verb G
l$byly,"Masekhet: 71001, Page: 062, Side: 2, Line: 09, Word: 1",p03,noun pl. emphatic,,,,לשבילי,p03 | noun pl. emphatic
dmyyxdy,"Masekhet: 71001, Page: 062, Side: 2, Line: 09, Word: 2",c,verb D,,,,דמייחדי,c | verb D
lmysq,"Masekhet: 71001, Page: 062, Side: 2, Line: 09, Word: 3",p02,verb G,,,,למיסק,p02 | verb G
bhw,"Masekhet: 71001, Page: 062, Side: 2, Line: 09, Word: 4",p02,,,,,בהו,p02
bdbr);,"Masekhet: 71001, Page: 062, Side: 2, Line: 10, Word: 0",p02,noun sg. emphatic,,,,בדברא;,p02 | noun sg. emphatic
l),"Masekhet: 71001, Page: 062, Side: 2, Line: 10, Word: 1",a,,,,,לא,a
txzw,"Masekhet: 71001, Page: 062, Side: 2, Line: 10, Word: 2",verb G,,,,,תחזו,verb G
l),"Masekhet: 71001, Page: 062, Side: 2, Line: 10, Word: 3",a,,,,,לא,a
lh)y,"Masekhet: 71001, Page: 062, Side: 2, Line: 10, Word: 4",p03,P01,,,,להאי,p03 | P01
gys),"Masekhet: 71001, Page: 062, Side: 2, Line: 11, Word: 0",noun sg. emphatic,,,,,גיסא,noun sg. emphatic
wl),"Masekhet: 71001, Page: 062, Side: 2, Line: 11, Word: 1",c,a,,,,ולא,c | a
lh)y,"Masekhet: 71001, Page: 062, Side: 2, Line: 11, Word: 2",p03,P01,,,,להאי,p03 | P01
gys);,"Masekhet: 71001, Page: 062, Side: 2, Line: 11, Word: 3",noun sg. emphatic,,,,,גיסא;,noun sg. emphatic
dylm',"Masekhet: 71001, Page: 062, Side: 2, Line: 11, Word: 4",c,,,,,דילמ',c
ytby,"Masekhet: 71001, Page: 062, Side: 2, Line: 11, Word: 5",verb G,,,,,יתבי,verb G
bhw,"Masekhet: 71001, Page: 062, Side: 2, Line: 11, Word: 6",p02,,,,,בהו,p02
n$y,"Masekhet: 71001, Page: 062, Side: 2, Line: 11, Word: 7",noun pl. emphatic,,,,,נשי,noun pl. emphatic
wl),"Masekhet: 71001, Page: 062, Side: 2, Line: 11, Word: 8",c,a,,,,ולא,c | a
)wrx )r(',"Masekhet: 71001, Page: 062, Side: 2, Line: 11, Word: 9",noun sg. emphatic,,,,,אורח ארע',noun sg. emphatic
l)ystkwly,"Masekhet: 71001, Page: 062, Side: 2, Line: 12, Word: 0",p02,verb Gt,,,,לאיסתכולי,p02 | verb Gt
bhw;,"Masekhet: 71001, Page: 062, Side: 2, Line: 12, Word: 1",p02,,,,,בהו;,p02
rb,"Masekhet: 71001, Page: 062, Side: 2, Line: 12, Word: 2",noun sg. emphatic,,,,,רב,noun sg. emphatic
spr),"Masekhet: 71001, Page: 062, Side: 2, Line: 12, Word: 3",No data,,,,,ספרא,No data
hwh,"Masekhet: 71001, Page: 062, Side: 2, Line: 12, Word: 4",verb G,,,,,הוה,verb G
ytyb,"Masekhet: 71001, Page: 062, Side: 2, Line: 12, Word: 5",verb G,,,,,יתיב,verb G
"""bbyt","Masekhet: 71001, Page: 062, Side: 2, Line: 12, Word: 6",No data,,,,,בבית,No data
"hks)"";","Masekhet: 71001, Page: 062, Side: 2, Line: 12, Word: 7",No data,,,,,הכסא;,No data
)t),"Masekhet: 71001, Page: 062, Side: 2, Line: 13, Word: 0",verb G,,,,,אתא,verb G
r',"Masekhet: 71001, Page: 062, Side: 2, Line: 13, Word: 1",No data,,,,,ר',No data
)b),"Masekhet: 71001, Page: 062, Side: 2, Line: 13, Word: 2",No data,,,,,אבא,No data
nxr,"Masekhet: 71001, Page: 062, Side: 2, Line: 13, Word: 3",verb G,,,,,נחר,verb G
lyh;,"Masekhet: 71001, Page: 062, Side: 2, Line: 13, Word: 4",p02,,,,,ליה;,p02
)'l;,"Masekhet: 71001, Page: 062, Side: 2, Line: 13, Word: 5",verb G,,,,,א'ל;,verb G
ny(wl,"Masekhet: 71001, Page: 062, Side: 2, Line: 14, Word: 0",verb G,,,,,ניעול,verb G
mr;,"Masekhet: 71001, Page: 062, Side: 2, Line: 14, Word: 1",noun sg. emphatic,,,,,מר;,noun sg. emphatic
wl),"Masekhet: 71001, Page: 062, Side: 2, Line: 14, Word: 2",c,a,,,,ולא,c | a
()l,"Masekhet: 71001, Page: 062, Side: 2, Line: 14, Word: 3",verb G,,,,,עאל,verb G
btr,"Masekhet: 71001, Page: 062, Side: 2, Line: 14, Word: 4",p,,,,,בתר,p
dnpq;,"Masekhet: 71001, Page: 062, Side: 2, Line: 14, Word: 5",c,verb G,,,,דנפק;,c | verb G
)'l;,"Masekhet: 71001, Page: 062, Side: 2, Line: 14, Word: 6",verb G,,,,,א'ל;,verb G
(d,"Masekhet: 71001, Page: 062, Side: 2, Line: 14, Word: 7",p01,,,,,עד,p01
k)N,"Masekhet: 71001, Page: 062, Side: 2, Line: 14, Word: 8",a,,,,,כאן,a
l),"Masekhet: 71001, Page: 062, Side: 2, Line: 15, Word: 0",a,,,,,לא,a
(yylt,"Masekhet: 71001, Page: 062, Side: 2, Line: 15, Word: 1",verb G,,,,,עיילת,verb G
"""l$(yr"";","Masekhet: 71001, Page: 062, Side: 2, Line: 15, Word: 2",No data,,,,,לשעיר;,No data
wgmrt,"Masekhet: 71001, Page: 062, Side: 2, Line: 15, Word: 3",c,verb G,,,,וגמרת,c | verb G
lK,"Masekhet: 71001, Page: 062, Side: 2, Line: 15, Word: 4",p02,,,,,לך,p02
myly,"Masekhet: 71001, Page: 062, Side: 2, Line: 15, Word: 5",noun pl. emphatic,,,,,מילי,noun pl. emphatic
"""d$(yr"";","Masekhet: 71001, Page: 062, Side: 2, Line: 15, Word: 6",No data,,,,,דשעיר;,No data
)lm',"Masekhet: 71001, Page: 062, Side: 2, Line: 19, Word: 0",a,,,,,אלמ',a
l)w,"Masekhet: 71001, Page: 062, Side: 2, Line: 19, Word: 1",a,,,,,לאו,a
)wrx )r(),"Masekhet: 71001, Page: 062, Side: 2, Line: 19, Word: 2",noun sg. emphatic,,,,,אורח ארעא,noun sg. emphatic
hw);,"Masekhet: 71001, Page: 062, Side: 2, Line: 19, Word: 3",P01,,,,,הוא;,P01
sbr;,"Masekhet: 71001, Page: 062, Side: 2, Line: 19, Word: 4",verb G,,,,,סבר;,verb G
mstkN,"Masekhet: 71001, Page: 062, Side: 2, Line: 20, Word: 0",verb Dt,,,,,מסתכן,verb Dt
hw);,"Masekhet: 71001, Page: 062, Side: 2, Line: 20, Word: 1",P01,,,,,הוא;,P01
wsbr,"Masekhet: 71001, Page: 062, Side: 2, Line: 20, Word: 2",c,verb G,,,,וסבר,c | verb G
lh,"Masekhet: 71001, Page: 062, Side: 2, Line: 20, Word: 3",p02,,,,,לה,p02
kr$b'g;,"Masekhet: 71001, Page: 062, Side: 2, Line: 20, Word: 4",p02,,,,,כרשב'ג;,p02
r',"Masekhet: 71001, Page: 062, Side: 2, Line: 23, Word: 0",No data,,,,,ר',No data
)ly(zr,"Masekhet: 71001, Page: 062, Side: 2, Line: 23, Word: 1",No data,,,,,אליעזר,No data
hwh,"Masekhet: 71001, Page: 062, Side: 2, Line: 23, Word: 2",verb G,,,,,הוה,verb G
ytyb,"Masekhet: 71001, Page: 062, Side: 2, Line: 23, Word: 3",verb G,,,,,יתיב,verb G
"""bbyt","Masekhet: 71001, Page: 062, Side: 2, Line: 23, Word: 4",No data,,,,,בבית,No data
"hks)"";","Masekhet: 71001, Page: 062, Side: 2, Line: 23, Word: 5",No data,,,,,הכסא;,No data
)t),"Masekhet: 71001, Page: 062, Side: 2, Line: 23, Word: 6",verb G,,,,,אתא,verb G
hhw),"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 0",P01,,,,,ההוא,P01
)dwm)h,"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 1",A02,,,,,אדומאה,A02
dxqyh;,"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 2",verb G,,,,,דחקיה;,verb G
qM,"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 3",verb G,,,,,קם,verb G
r',"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 4",No data,,,,,ר',No data
)ly(zr,"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 5",No data,,,,,אליעזר,No data
wnpq;,"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 6",c,verb G,,,,ונפק;,c | verb G
)t),"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 7",verb G,,,,,אתא,verb G
hhw),"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 8",P01,,,,,ההוא,P01
drqwn),"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 9",c,noun sg. emphatic,,,,דרקונא,c | noun sg. emphatic
$mTyh,"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 10",verb G,,,,,שמטיה,verb G
lkrk$yh;,"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 11",p03,noun sg. emphatic,,,,לכרכשיה;,p03 | noun sg. emphatic
qr),"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 12",verb G,,,,,קרא,verb G
(lyh;,"Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 13",p02,,,,,עליה;,p02
"""w)tN","Masekhet: 71001, Page: 062, Side: 2, Line: 24, Word: 14",No data,,,,,ואתן,No data
wkywN,"Masekhet: 71001, Page: 062, Side: 2, Line: 34, Word: 0",c,c,,,,וכיון,c | c
dmmnynwN,"Masekhet: 71001, Page: 062, Side: 2, Line: 34, Word: 1",c,verb D,,,,דממנינון,c | verb D
l),"Masekhet: 71001, Page: 062, Side: 2, Line: 35, Word: 0",a,,,,,לא,a
$ql,"Masekhet: 71001, Page: 062, Side: 2, Line: 35, Word: 1",verb G,,,,,שקל,verb G
mynhwN,"Masekhet: 71001, Page: 062, Side: 2, Line: 35, Word: 2",p02,,,,,מינהון,p02
"""kwpr"";","Masekhet: 71001, Page: 062, Side: 2, Line: 35, Word: 3",No data,,,,,כופר;,No data
"""qpndry)","Masekhet: 71001, Page: 062, Side: 2, Line: 46, Word: 0",No data,,,,,קפנדריא,No data
km),"Masekhet: 71001, Page: 062, Side: 2, Line: 46, Word: 2",c,,,,,כמא,c
d)m';,"Masekhet: 71001, Page: 062, Side: 2, Line: 46, Word: 3",verb G,,,,,דאמ';,verb G
